"","tree","plot","site","species","week","time","mpa_mean","date_wp","lwc_mean_combined","mean_swc_per_dry_g_y0","mean_swc_g_y0","date_rwc","swc_dw_g_y0","swc_ww_g_y0","date_lfm","type","X.x","notes.x","lfm_wet_wt_y0_g","lfm_wet_per_dry_y0_g","lfm_dry_wt_y0_g","lfm_y0_percent","X.y","notes.y","lfm_wet_wt_y1_g","lfm_wet_per_dry_y1_g","lfm_dry_wt_y1_g","lfm_y1_percent","X","notes","lfm_wet_wt_both_g","lfm_wet_per_dry_both_g","lfm_dry_wt_both_g","lfm_both_percent","date_lfm_both","rwc_percent_y0"
"1752",2347,"Hobbiton","LL","blue oak",21,"pd",1.934,2022-05-23,0.917211328976035,1.01882480667447,0.625933333333333,"2022-05-25",0.7816,0.7816,"2022-05-23","stem",1014,NA,0.2151,0.810606060606061,0.1188,81.0606060606061,1020,NA,0.5265,0.665085388994307,0.3162,66.5085388994307,NA,NA,NA,NA,NA,NA,NA,90.0264032606244
"1753",2347,"Hobbiton","LL","blue oak",21,"pd",1.934,2022-05-25,0.917211328976035,1.01882480667447,0.625933333333333,"2022-05-25",0.7816,0.7816,"2022-05-23","stem",1014,NA,0.2151,0.810606060606061,0.1188,81.0606060606061,1020,NA,0.5265,0.665085388994307,0.3162,66.5085388994307,NA,NA,NA,NA,NA,NA,NA,90.0264032606244
"1754",2347,"Hobbiton","LL","blue oak",21,"pd",1.934,2022-05-23,0.917211328976035,1.01882480667447,0.625933333333333,"2022-05-25",1.7795,1.7795,"2022-05-23","stem",1014,NA,0.2151,0.810606060606061,0.1188,81.0606060606061,1020,NA,0.5265,0.665085388994307,0.3162,66.5085388994307,NA,NA,NA,NA,NA,NA,NA,90.0264032606244
"1755",2347,"Hobbiton","LL","blue oak",21,"pd",1.934,2022-05-25,0.917211328976035,1.01882480667447,0.625933333333333,"2022-05-25",1.7795,1.7795,"2022-05-23","stem",1014,NA,0.2151,0.810606060606061,0.1188,81.0606060606061,1020,NA,0.5265,0.665085388994307,0.3162,66.5085388994307,NA,NA,NA,NA,NA,NA,NA,90.0264032606244
"1756",2347,"Hobbiton","LL","blue oak",21,"pd",1.934,2022-05-25,0.917211328976035,1.01882480667447,0.625933333333333,"2022-05-25",1.1557,1.1557,"2022-05-23","stem",1014,NA,0.2151,0.810606060606061,0.1188,81.0606060606061,1020,NA,0.5265,0.665085388994307,0.3162,66.5085388994307,NA,NA,NA,NA,NA,NA,NA,90.0264032606244
"1757",2347,"Hobbiton","LL","blue oak",21,"pd",1.934,2022-05-23,0.917211328976035,1.01882480667447,0.625933333333333,"2022-05-25",1.1557,1.1557,"2022-05-23","stem",1014,NA,0.2151,0.810606060606061,0.1188,81.0606060606061,1020,NA,0.5265,0.665085388994307,0.3162,66.5085388994307,NA,NA,NA,NA,NA,NA,NA,90.0264032606244
"1758",2352,"MiddleEarth","LL","live oak",10,"md",2.44166666666667,2022-03-08,0.617558321601063,NA,NA,NA,NA,NA,"2022-03-08","stem",NA,NA,NA,NA,NA,NA,35,NA,1.1546,0.507901266814679,0.7657,50.7901266814679,NA,NA,NA,NA,NA,NA,NA,NA
"1759",2352,"MiddleEarth","LL","live oak",11,"pd",NA,NA,NA,NA,NA,NA,NA,NA,"2022-03-15","stem",135,NA,1.2349,1.45849094166833,0.5023,145.849094166833,159,NA,1.0011,3.3850197109067,0.2283,338.50197109067,NA,NA,NA,NA,NA,NA,NA,NA
"1760",2352,"MiddleEarth","LL","live oak",9,"md",2.274,2022-02-28,0.594613452368969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1761",2352,"MiddleEarth","LL","live oak",13,"pd",0.922714285714285,2022-03-25,0.610367329591102,NA,NA,NA,NA,NA,"2022-03-30","stem",201,NA,0.5346,2.08838821490468,0.1731,208.838821490468,189,NA,0.2163,-0.358731099911058,0.3373,-35.8731099911058,NA,NA,NA,NA,NA,NA,NA,NA
"1762",2352,"MiddleEarth","LL","live oak",13,"pd",0.922714285714285,2022-03-30,0.610367329591102,NA,NA,NA,NA,NA,"2022-03-30","stem",201,NA,0.5346,2.08838821490468,0.1731,208.838821490468,189,NA,0.2163,-0.358731099911058,0.3373,-35.8731099911058,NA,NA,NA,NA,NA,NA,NA,NA
"1763",2352,"MiddleEarth","LL","live oak",14,"pd",NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-04","stem",400,NA,0.0855,0.796218487394958,0.0476,79.6218487394958,395,NA,0.8337,0.537624492807082,0.5422,53.7624492807082,NA,NA,NA,NA,NA,NA,NA,NA
"1764",2352,"MiddleEarth","LL","live oak",17,"md",2.734,2022-04-25,0.544943820224719,NA,NA,NA,NA,NA,"2022-04-25","stem",579,NA,0.6249,4.03951612903226,0.124,403.951612903226,587,NA,0.4458,1.08805620608899,0.2135,108.805620608899,NA,NA,NA,NA,NA,NA,NA,NA
"1765",2352,"MiddleEarth","LL","live oak",17,"pd",1.64725,2022-04-25,0.563225506887479,NA,NA,NA,NA,NA,"2022-04-25","stem",NA,NA,NA,NA,NA,NA,607,NA,1.1707,0.681074095347502,0.6964,68.1074095347501,NA,NA,NA,NA,NA,NA,NA,NA
"1766",2352,"MiddleEarth","LL","live oak",21,"md",4.1634,2022-05-23,0.457358870967742,NA,NA,NA,NA,NA,"2022-05-23","stem",NA,NA,NA,NA,NA,NA,1139,NA,0.3944,0.516923076923077,0.26,51.6923076923077,NA,NA,NA,NA,NA,NA,NA,NA
"1767",2352,"MiddleEarth","LL","live oak",21,"pd",1.412,2022-05-23,0.542130365659777,NA,NA,NA,NA,NA,"2022-05-23","stem",NA,NA,NA,NA,NA,NA,973,NA,0.2541,2.73127753303965,0.0681,273.127753303965,NA,NA,NA,NA,NA,NA,NA,NA
"1768",2354,"MiddleEarth","LL","live oak",9,"md",1.7684,2022-02-28,0.666092448925548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1769",2354,"MiddleEarth","LL","live oak",10,"pd",2.47975,2022-03-08,0.674120622085719,NA,NA,NA,NA,NA,"2022-03-08","stem",113,NA,0.5496,10.2854209445585,0.0487,1028.54209445585,87,NA,0.3956,0.100723427935448,0.3594,10.0723427935448,NA,NA,NA,NA,NA,NA,NA,NA
"1770",2354,"MiddleEarth","LL","live oak",13,"pd",0.87525,2022-03-25,0.970523732797728,NA,NA,NA,NA,NA,"2022-03-30","stem",203,NA,0.1757,3.04838709677419,0.0434,304.838709677419,252,NA,0.2222,0.884648006785411,0.1179,88.4648006785411,NA,NA,NA,NA,NA,NA,NA,NA
"1771",2354,"MiddleEarth","LL","live oak",13,"pd",0.87525,2022-03-30,0.970523732797728,NA,NA,NA,NA,NA,"2022-03-30","stem",203,NA,0.1757,3.04838709677419,0.0434,304.838709677419,252,NA,0.2222,0.884648006785411,0.1179,88.4648006785411,NA,NA,NA,NA,NA,NA,NA,NA
"1772",2354,"MiddleEarth","LL","live oak",14,"pd",NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-04","stem",442,NA,0.2685,1.2375,0.12,123.75,397,NA,0.5134,0.62984126984127,0.315,62.984126984127,NA,NA,NA,NA,NA,NA,NA,NA
"1773",2354,"MiddleEarth","LL","live oak",17,"md",NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-25","stem",601,NA,0.2313,1.18826868495743,0.1057,118.826868495743,619,NA,1.4503,1.66746367482067,0.5437,166.746367482067,NA,NA,NA,NA,NA,NA,NA,NA
"1774",2354,"MiddleEarth","LL","live oak",17,"pd",1.4596,2022-04-25,0.650399290150843,NA,NA,NA,NA,NA,"2022-04-25","stem",589,NA,0.078,1.03125,0.0384,103.125,653,NA,1.3886,1.45944031172512,0.5646,145.944031172512,NA,NA,NA,NA,NA,NA,NA,NA
"1775",2354,"MiddleEarth","LL","live oak",21,"md",3.67633333333333,2022-05-23,NA,NA,NA,NA,NA,NA,"2022-05-23","stem",NA,NA,NA,NA,NA,NA,1096,NA,0.2688,0.6,0.168,60,NA,NA,NA,NA,NA,NA,NA,NA
"1776",2354,"MiddleEarth","LL","live oak",21,"pd",1.3375,2022-05-23,0.5995115995116,NA,NA,NA,NA,NA,"2022-05-23","stem",NA,NA,NA,NA,NA,NA,1013,NA,0.2828,0.644186046511628,0.172,64.4186046511628,NA,NA,NA,NA,NA,NA,NA,NA
"1777",2360,"MiddleEarth","LL","blue oak",14,"pd",NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-04","stem",405,NA,0.7727,0.920705940840169,0.4023,92.0705940840169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1778",2360,"MiddleEarth","LL","blue oak",13,"pd",1.08133333333333,2022-03-30,1.07714663143989,NA,NA,NA,NA,NA,"2022-03-30","stem",206,NA,1.0928,2.77869986168741,0.2892,277.869986168741,195,NA,0.5729,0.241924994580533,0.4613,24.1924994580533,NA,NA,NA,NA,NA,NA,NA,NA
"1779",2360,"MiddleEarth","LL","blue oak",17,"md",2.75833333333333,2022-04-25,0.767519234768143,NA,NA,NA,NA,NA,"2022-04-25","stem",592,NA,0.1765,0.629732225300092,0.1083,62.9732225300092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1780",2360,"MiddleEarth","LL","blue oak",17,"pd",1.485,2022-04-25,0.863710216954984,NA,NA,NA,NA,NA,"2022-04-25","stem",675,NA,0.7366,2.74669379450661,0.1966,274.669379450661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1781",2360,"MiddleEarth","LL","blue oak",21,"md",3.27725,2022-05-23,0.707836990595611,0.991569144923636,0.8537,"2022-05-23",2.0829,2.0829,"2022-05-23","stem",1147,NA,0.1641,0.593203883495146,0.103,59.3203883495146,1118,NA,0.7454,0.599570815450644,0.466,59.9570815450644,NA,NA,NA,NA,NA,NA,NA,71.3855402035653
"1782",2360,"MiddleEarth","LL","blue oak",21,"md",3.27725,2022-05-23,0.707836990595611,0.991569144923636,0.8537,"2022-05-23",2.0733,2.0733,"2022-05-23","stem",1147,NA,0.1641,0.593203883495146,0.103,59.3203883495146,1118,NA,0.7454,0.599570815450644,0.466,59.9570815450644,NA,NA,NA,NA,NA,NA,NA,71.3855402035653
"1783",2360,"MiddleEarth","LL","blue oak",21,"pd",2.13425,2022-05-23,0.838417147568013,0.991569144923636,0.8537,"2022-05-23",2.0733,2.0733,"2022-05-23","stem",1019,NA,0.2118,0.648249027237354,0.1285,64.8249027237354,1008,NA,0.2229,0.512211668928087,0.1474,51.2211668928087,NA,NA,NA,NA,NA,NA,NA,84.5545821852476
"1784",2360,"MiddleEarth","LL","blue oak",21,"pd",2.13425,2022-05-23,0.838417147568013,0.991569144923636,0.8537,"2022-05-23",2.0733,2.0733,"2022-05-23","stem",1019,NA,0.2118,0.648249027237354,0.1285,64.8249027237354,989,NA,0.6371,0.335919479974838,0.4769,33.5919479974838,NA,NA,NA,NA,NA,NA,NA,84.5545821852476
"1785",2360,"MiddleEarth","LL","blue oak",21,"pd",2.13425,2022-05-23,0.838417147568013,0.991569144923636,0.8537,"2022-05-23",0.9726,0.9726,"2022-05-23","stem",1019,NA,0.2118,0.648249027237354,0.1285,64.8249027237354,1008,NA,0.2229,0.512211668928087,0.1474,51.2211668928087,NA,NA,NA,NA,NA,NA,NA,84.5545821852476
"1786",2360,"MiddleEarth","LL","blue oak",21,"pd",2.13425,2022-05-23,0.838417147568013,0.991569144923636,0.8537,"2022-05-23",0.9726,0.9726,"2022-05-23","stem",1019,NA,0.2118,0.648249027237354,0.1285,64.8249027237354,989,NA,0.6371,0.335919479974838,0.4769,33.5919479974838,NA,NA,NA,NA,NA,NA,NA,84.5545821852476
"1787",2360,"MiddleEarth","LL","blue oak",21,"pd",2.13425,2022-05-23,0.838417147568013,0.991569144923636,0.8537,"2022-05-23",2.0829,2.0829,"2022-05-23","stem",1019,NA,0.2118,0.648249027237354,0.1285,64.8249027237354,1008,NA,0.2229,0.512211668928087,0.1474,51.2211668928087,NA,NA,NA,NA,NA,NA,NA,84.5545821852476
"1788",2360,"MiddleEarth","LL","blue oak",21,"pd",2.13425,2022-05-23,0.838417147568013,0.991569144923636,0.8537,"2022-05-23",2.0829,2.0829,"2022-05-23","stem",1019,NA,0.2118,0.648249027237354,0.1285,64.8249027237354,989,NA,0.6371,0.335919479974838,0.4769,33.5919479974838,NA,NA,NA,NA,NA,NA,NA,84.5545821852476
"1789",2360,"MiddleEarth","LL","blue oak",21,"md",3.27725,2022-05-23,0.707836990595611,0.991569144923636,0.8537,"2022-05-23",0.9726,0.9726,"2022-05-23","stem",1147,NA,0.1641,0.593203883495146,0.103,59.3203883495146,1118,NA,0.7454,0.599570815450644,0.466,59.9570815450644,NA,NA,NA,NA,NA,NA,NA,71.3855402035653
"1790",2365,"MiddleEarth","LL","blue oak",13,"pd",1.66714285714286,2022-03-25,1.33634868219524,NA,NA,NA,NA,NA,"2022-03-30","stem",256,NA,0.6201,4.37814397224631,0.1153,437.814397224631,260,NA,1.1465,0.94190379403794,0.5904,94.190379403794,NA,NA,NA,NA,NA,NA,NA,NA
"1791",2365,"MiddleEarth","LL","blue oak",13,"pd",1.66714285714286,2022-03-30,1.33634868219524,NA,NA,NA,NA,NA,"2022-03-30","stem",256,NA,0.6201,4.37814397224631,0.1153,437.814397224631,260,NA,1.1465,0.94190379403794,0.5904,94.190379403794,NA,NA,NA,NA,NA,NA,NA,NA
"1792",2365,"MiddleEarth","LL","blue oak",14,"pd",NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-04","stem",435,NA,0.3985,0.904875717017209,0.2092,90.4875717017209,371,NA,0.3683,0.753809523809524,0.21,75.3809523809524,NA,NA,NA,NA,NA,NA,NA,NA
"1793",2365,"MiddleEarth","LL","blue oak",17,"md",3.18333333333333,2022-04-25,0.849246231155779,NA,NA,NA,NA,NA,"2022-04-25","stem",636,NA,0.2608,1.6776180698152,0.0974,167.76180698152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1794",2365,"MiddleEarth","LL","blue oak",17,"pd",1.402,2022-04-25,0.952554744525547,NA,NA,NA,NA,NA,"2022-04-25","stem",615,NA,0.4891,0.901632970451011,0.2572,90.1632970451011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1795",2365,"MiddleEarth","LL","blue oak",17,"pd",1.402,2022-04-27,0.952554744525547,NA,NA,NA,NA,NA,"2022-04-25","stem",615,NA,0.4891,0.901632970451011,0.2572,90.1632970451011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1796",2365,"MiddleEarth","LL","blue oak",21,"md",2.97266666666667,2022-05-23,0.770127504553734,0.971485092473096,0.3961,"2022-05-23",0.8296,0.8296,"2022-05-23","stem",1120,NA,0.102,0.728813559322034,0.059,72.8813559322034,1146,NA,0.1371,0.557954545454546,0.088,55.7954545454546,NA,NA,NA,NA,NA,NA,NA,79.273218963477
"1797",2365,"MiddleEarth","LL","blue oak",17,"md",3.18333333333333,2022-04-27,0.849246231155779,NA,NA,NA,NA,NA,"2022-04-25","stem",636,NA,0.2608,1.6776180698152,0.0974,167.76180698152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1798",2365,"MiddleEarth","LL","blue oak",21,"md",2.97266666666667,2022-05-23,0.770127504553734,0.971485092473096,0.3961,"2022-05-23",0.8668,0.8668,"2022-05-23","stem",1120,NA,0.102,0.728813559322034,0.059,72.8813559322034,1146,NA,0.1371,0.557954545454546,0.088,55.7954545454546,NA,NA,NA,NA,NA,NA,NA,79.273218963477
"1799",2365,"MiddleEarth","LL","blue oak",21,"pd",1.87766666666667,2022-05-25,0.847133757961783,0.971485092473096,0.3961,"2022-05-23",0.7149,0.7149,"2022-05-23","stem",1018,NA,0.0997,0.634426229508197,0.061,63.4426229508197,1025,NA,0.2815,0.626227614095898,0.1731,62.6227614095898,NA,NA,NA,NA,NA,NA,NA,87.1998720850411
"1800",2365,"MiddleEarth","LL","blue oak",21,"pd",1.87766666666667,2022-05-23,0.847133757961783,0.971485092473096,0.3961,"2022-05-23",0.7149,0.7149,"2022-05-23","stem",1018,NA,0.0997,0.634426229508197,0.061,63.4426229508197,1025,NA,0.2815,0.626227614095898,0.1731,62.6227614095898,NA,NA,NA,NA,NA,NA,NA,87.1998720850411
"1801",2365,"MiddleEarth","LL","blue oak",21,"pd",1.87766666666667,2022-05-23,0.847133757961783,0.971485092473096,0.3961,"2022-05-23",0.8668,0.8668,"2022-05-23","stem",1018,NA,0.0997,0.634426229508197,0.061,63.4426229508197,1025,NA,0.2815,0.626227614095898,0.1731,62.6227614095898,NA,NA,NA,NA,NA,NA,NA,87.1998720850411
"1802",2365,"MiddleEarth","LL","blue oak",21,"pd",1.87766666666667,2022-05-25,0.847133757961783,0.971485092473096,0.3961,"2022-05-23",0.8296,0.8296,"2022-05-23","stem",1018,NA,0.0997,0.634426229508197,0.061,63.4426229508197,1025,NA,0.2815,0.626227614095898,0.1731,62.6227614095898,NA,NA,NA,NA,NA,NA,NA,87.1998720850411
"1803",2365,"MiddleEarth","LL","blue oak",21,"pd",1.87766666666667,2022-05-23,0.847133757961783,0.971485092473096,0.3961,"2022-05-23",0.8296,0.8296,"2022-05-23","stem",1018,NA,0.0997,0.634426229508197,0.061,63.4426229508197,1025,NA,0.2815,0.626227614095898,0.1731,62.6227614095898,NA,NA,NA,NA,NA,NA,NA,87.1998720850411
"1804",2365,"MiddleEarth","LL","blue oak",21,"pd",1.87766666666667,2022-05-25,0.847133757961783,0.971485092473096,0.3961,"2022-05-23",0.8668,0.8668,"2022-05-23","stem",1018,NA,0.0997,0.634426229508197,0.061,63.4426229508197,1025,NA,0.2815,0.626227614095898,0.1731,62.6227614095898,NA,NA,NA,NA,NA,NA,NA,87.1998720850411
"1805",2365,"MiddleEarth","LL","blue oak",21,"md",2.97266666666667,2022-05-23,0.770127504553734,0.971485092473096,0.3961,"2022-05-23",0.7149,0.7149,"2022-05-23","stem",1120,NA,0.102,0.728813559322034,0.059,72.8813559322034,1146,NA,0.1371,0.557954545454546,0.088,55.7954545454546,NA,NA,NA,NA,NA,NA,NA,79.273218963477
"1806",2366,"MiddleEarth","LL","blue oak",10,"pd",1.508,2022-03-08,1.80352422907489,NA,NA,NA,NA,NA,"2022-03-08","stem",38,NA,0.723,2.08184143222506,0.2346,208.184143222506,42,NA,6.4326,0.771968486584761,3.6302,77.1968486584761,NA,NA,NA,NA,NA,NA,NA,NA
"1807",2367,"MiddleEarth","LL","blue oak",13,"pd",1.04,2022-03-30,1.16523235800344,NA,NA,NA,NA,NA,"2022-03-30","stem",205,NA,0.1439,0.485036119711042,0.0969,48.5036119711042,202,NA,1.132,0.341073332543537,0.8441,34.1073332543537,NA,NA,NA,NA,NA,NA,NA,NA
"1808",2367,"MiddleEarth","LL","blue oak",13,"pd",1.04,2022-03-25,1.16523235800344,NA,NA,NA,NA,NA,"2022-03-30","stem",205,NA,0.1439,0.485036119711042,0.0969,48.5036119711042,202,NA,1.132,0.341073332543537,0.8441,34.1073332543537,NA,NA,NA,NA,NA,NA,NA,NA
"1809",2367,"MiddleEarth","LL","blue oak",14,"pd",NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-04","stem",432,NA,0.1968,1.04573804573805,0.0962,104.573804573805,398,NA,0.5594,0.586950354609929,0.3525,58.6950354609929,NA,NA,NA,NA,NA,NA,NA,NA
"1810",2367,"MiddleEarth","LL","blue oak",14,"pd",NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-04","stem",375,NA,0.1937,0.996907216494845,0.097,99.6907216494845,398,NA,0.5594,0.586950354609929,0.3525,58.6950354609929,NA,NA,NA,NA,NA,NA,NA,NA
"1811",2367,"MiddleEarth","LL","blue oak",17,"md",2.71266666666667,2022-04-25,0.853072757240405,NA,NA,NA,NA,NA,"2022-04-25","stem",613,NA,0.3144,0.157584683357879,0.2716,15.7584683357879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1812",2367,"MiddleEarth","LL","blue oak",17,"md",2.71266666666667,2022-04-27,0.853072757240405,NA,NA,NA,NA,NA,"2022-04-25","stem",613,NA,0.3144,0.157584683357879,0.2716,15.7584683357879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1813",2367,"MiddleEarth","LL","blue oak",17,"pd",1.546,2022-04-27,0.964542405366555,NA,NA,NA,NA,NA,"2022-04-25","stem",596,NA,0.092,-0.622950819672131,0.244,-62.2950819672131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1814",2367,"MiddleEarth","LL","blue oak",17,"pd",1.546,2022-04-25,0.964542405366555,NA,NA,NA,NA,NA,"2022-04-25","stem",596,NA,0.092,-0.622950819672131,0.244,-62.2950819672131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1815",2367,"MiddleEarth","LL","blue oak",21,"md",2.96033333333333,2022-05-23,0.728358208955224,0.964622726117697,0.3621,"2022-05-23",0.8929,0.8929,"2022-05-23","stem",1123,NA,0.2124,0.621374045801527,0.131,62.1374045801527,1115,NA,0.3382,0.587793427230047,0.213,58.7793427230047,NA,NA,NA,NA,NA,NA,NA,75.5070546478453
"1816",2367,"MiddleEarth","LL","blue oak",21,"md",2.96033333333333,2022-05-23,0.728358208955224,0.964622726117697,0.3621,"2022-05-23",0.5783,0.5783,"2022-05-23","stem",1123,NA,0.2124,0.621374045801527,0.131,62.1374045801527,1115,NA,0.3382,0.587793427230047,0.213,58.7793427230047,NA,NA,NA,NA,NA,NA,NA,75.5070546478453
"1817",2367,"MiddleEarth","LL","blue oak",21,"pd",2.01425,2022-05-23,0.814159292035398,0.964622726117697,0.3621,"2022-05-23",0.5783,0.5783,"2022-05-23","stem",1023,NA,0.0396,0.49433962264151,0.0265,49.433962264151,1010,NA,0.1653,0.556497175141243,0.1062,55.6497175141243,NA,NA,NA,NA,NA,NA,NA,84.4018360745173
"1818",2367,"MiddleEarth","LL","blue oak",21,"pd",2.01425,2022-05-25,0.814159292035398,0.964622726117697,0.3621,"2022-05-23",0.8929,0.8929,"2022-05-23","stem",1023,NA,0.0396,0.49433962264151,0.0265,49.433962264151,1010,NA,0.1653,0.556497175141243,0.1062,55.6497175141243,NA,NA,NA,NA,NA,NA,NA,84.4018360745173
"1819",2367,"MiddleEarth","LL","blue oak",21,"pd",2.01425,2022-05-23,0.814159292035398,0.964622726117697,0.3621,"2022-05-23",0.8929,0.8929,"2022-05-23","stem",1023,NA,0.0396,0.49433962264151,0.0265,49.433962264151,1010,NA,0.1653,0.556497175141243,0.1062,55.6497175141243,NA,NA,NA,NA,NA,NA,NA,84.4018360745173
"1820",2367,"MiddleEarth","LL","blue oak",21,"pd",2.01425,2022-05-25,0.814159292035398,0.964622726117697,0.3621,"2022-05-23",0.5783,0.5783,"2022-05-23","stem",1023,NA,0.0396,0.49433962264151,0.0265,49.433962264151,1010,NA,0.1653,0.556497175141243,0.1062,55.6497175141243,NA,NA,NA,NA,NA,NA,NA,84.4018360745173
"1821",2369,"MiddleEarth","LL","blue oak",13,"pd",1.045,2022-03-30,1.09925,NA,NA,NA,NA,NA,"2022-03-30","stem",222,NA,0.492,1.77495769881557,0.1773,177.495769881557,194,NA,0.1993,-0.664252021563342,0.5936,-66.4252021563342,NA,NA,NA,NA,NA,NA,NA,NA
"1822",2369,"MiddleEarth","LL","blue oak",14,"pd",NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-04","stem",NA,NA,NA,NA,NA,NA,392,NA,0.2492,0.636244254760342,0.1523,63.6244254760342,NA,NA,NA,NA,NA,NA,NA,NA
"1823",2369,"MiddleEarth","LL","blue oak",17,"md",3.35,2022-04-25,0.819589624467673,NA,NA,NA,NA,NA,"2022-04-25","stem",658,NA,0.4962,25.9673913043478,0.0184,2596.73913043478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1824",2369,"MiddleEarth","LL","blue oak",17,"md",3.35,2022-04-27,0.819589624467673,NA,NA,NA,NA,NA,"2022-04-25","stem",658,NA,0.4962,25.9673913043478,0.0184,2596.73913043478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1825",2369,"MiddleEarth","LL","blue oak",17,"pd",1.50533333333333,2022-04-27,0.876603213176725,NA,NA,NA,NA,NA,"2022-04-25","stem",679,NA,0.5523,1.16249021143305,0.2554,116.249021143305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1826",2369,"MiddleEarth","LL","blue oak",17,"pd",1.50533333333333,2022-04-25,0.876603213176725,NA,NA,NA,NA,NA,"2022-04-25","stem",679,NA,0.5523,1.16249021143305,0.2554,116.249021143305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1827",2369,"MiddleEarth","LL","blue oak",21,"pd",1.898,2022-05-23,0.835518474374255,0.889238236358177,0.597733333333333,"2022-05-25",1.7319,1.7319,"2022-05-23","stem",978,NA,0.5606,5.83658536585366,0.082,583.658536585366,987,NA,0.6106,0.817802917534981,0.3359,81.7802917534981,NA,NA,NA,NA,NA,NA,NA,93.9589010247773
"1828",2369,"MiddleEarth","LL","blue oak",21,"pd",1.898,2022-05-25,0.835518474374255,0.889238236358177,0.597733333333333,"2022-05-25",0.9894,0.9894,"2022-05-23","stem",978,NA,0.5606,5.83658536585366,0.082,583.658536585366,987,NA,0.6106,0.817802917534981,0.3359,81.7802917534981,NA,NA,NA,NA,NA,NA,NA,93.9589010247773
"1829",2369,"MiddleEarth","LL","blue oak",21,"pd",1.898,2022-05-23,0.835518474374255,0.889238236358177,0.597733333333333,"2022-05-25",0.9894,0.9894,"2022-05-23","stem",978,NA,0.5606,5.83658536585366,0.082,583.658536585366,987,NA,0.6106,0.817802917534981,0.3359,81.7802917534981,NA,NA,NA,NA,NA,NA,NA,93.9589010247773
"1830",2369,"MiddleEarth","LL","blue oak",21,"pd",1.898,2022-05-25,0.835518474374255,0.889238236358177,0.597733333333333,"2022-05-25",1.7319,1.7319,"2022-05-23","stem",978,NA,0.5606,5.83658536585366,0.082,583.658536585366,987,NA,0.6106,0.817802917534981,0.3359,81.7802917534981,NA,NA,NA,NA,NA,NA,NA,93.9589010247773
"1831",2369,"MiddleEarth","LL","blue oak",21,"pd",1.898,2022-05-25,0.835518474374255,0.889238236358177,0.597733333333333,"2022-05-25",1.0829,1.0829,"2022-05-23","stem",978,NA,0.5606,5.83658536585366,0.082,583.658536585366,987,NA,0.6106,0.817802917534981,0.3359,81.7802917534981,NA,NA,NA,NA,NA,NA,NA,93.9589010247773
"1832",2369,"MiddleEarth","LL","blue oak",21,"pd",1.898,2022-05-23,0.835518474374255,0.889238236358177,0.597733333333333,"2022-05-25",1.0829,1.0829,"2022-05-23","stem",978,NA,0.5606,5.83658536585366,0.082,583.658536585366,987,NA,0.6106,0.817802917534981,0.3359,81.7802917534981,NA,NA,NA,NA,NA,NA,NA,93.9589010247773
"1833",2370,"Weathertop","LL","blue oak",13,"pd",1.20566666666667,2022-03-30,1.60430107526882,NA,NA,NA,NA,NA,"2022-03-30","stem",187,NA,1.2361,0.131545221530575,1.0924,13.1545221530575,261,NA,1.866,1.63039188046236,0.7094,163.039188046236,NA,NA,NA,NA,NA,NA,NA,NA
