tree_id,date,year,branch_number,leaf_wet_mass_g,leaf_dry_mass_g,stem_wet_mass_g,stem_dry_mass_g,length_mm,diameter_mm,area_from_scan,leaf_number,notes,,,
2320,2023-05-12,0,3,1.344,0.7283,0.1187,0.057,25,1.3175,37.913,10,,,,
2013,2023-05-12,0,2,0.8327,0.3693,0.155,0.0652,36.79,0.9625,29.31,17,,,,
2350,2023-05-12,0,3,0.655,0.3147,0.1194,0.0515,37.16,1.42,26.192,6,,,,
2005,2023-05-12,0,1,0.9517,0.5128,0.1183,0.0529,17.28,0.9775,30.468,7,,,,
2028,2023-05-12,0,2,1.1733,0.6489,0.2442,0.1064,19.44,1.7225,36.744,5,,,,
2351,2023-05-12,0,1,0.4912,0.2564,0.0206,0.0107,5.78,0.6575,16.543,5,,,,
2008,2023-05-12,0,2,1.5764,0.7801,0.1703,0.0683,26.68,1.3925,53.668,10,,,,
2320,2023-05-12,1,3,0.5964,0.3929,0.128,0.0773,29.49,1.385,20.804,7,,,,
2307,2023-05-12,0,1,0.5494,0.2489,0.0266,0.0111,7.98,0.7525,25.48,4,,,,
2089,2023-05-12,0,1,3.5807,1.7571,0.4672,0.1912,103.46,1.7575,129.577,8,,,,
2029,2023-05-12,0,3,1.2533,0.6418,0.0679,0.0294,14.51,1.125,38.457,4,,,,
2323,2023-05-12,1,3,1.3643,0.91,0.4486,0.2949,97.28,1.965,50.527,9,,,,
2302,2023-05-12,0,2,1.7252,0.8154,0.3708,0.1576,61.99,1.495,65.256,11,,,,
2005,2023-05-12,0,2,1.5221,0.7704,0.1837,0.0843,22.19,1.32,44.018,7,,,,
2341,2023-05-12,0,3,0.2024,0.0922,0.0131,0.0057,4.68,0.8875,7.599,4,,,,
2029,2023-05-12,1,3,0.0729,0.0472,0.1263,0.0689,22.63,1.635,2.178,2,,,,
2303,2023-05-12,0,1,1.6439,0.7696,0.2856,0.1148,49.36,1.815,68.438,6,,,,
2304,2023-05-12,0,3,0.7412,0.3063,0.1698,0.0609,49.12,1.0225,34.258,5,Sample burnt on firdeg light... yaaa sorry might be off,,,
2382,2023-05-12,0,3,3.0794,1.6236,0.6522,0.2976,63.05,2.0525,98.005,13,,,,
2361,2023-05-12,0,2,0.9045,0.4404,0.0424,0.0219,9.56,0.96,38.385,6,,,,
2093,2023-05-12,0,3,4.508,2.2768,0.2451,0.1077,56.54,1.93,122.38,11,,,,
2341,2023-05-12,0,2,0.5904,0.2777,0.0211,0.0105,5.34,0.81,22.59,5,,,,
2319,2023-05-12,0,1,0.2225,0.1182,0.0124,0.0069,4.57,0.505,11.179,4,,,,
2344,2023-05-12,0,1,1.0196,0.4923,0.0352,0.0163,6.27,0.9675,41.273,4,,,,
2336,2023-05-12,0,1,0.4579,0.2384,0.0316,0.0162,13.11,0.6275,18.811,5,,,,
2365,2023-05-12,0,3,0.4164,0.2003,0.0525,0.0259,19,0.565,19.228,5,,,,
2324,2023-05-12,0,1,0.4813,0.2531,0.0421,0.0211,10.89,0.7275,19.532,5,,,,
2347,2023-05-12,0,2,1.4867,0.7386,0.1363,0.0643,26.25,1.21,54.968,7,,,,
2307,2023-05-12,0,2,0.5241,0.2249,0.031,0.0126,9.84,0.5225,23.732,6,,,,
2320,2023-05-12,0,2,0.6423,0.3265,0.02,0.01,9.43,0.8075,19.478,4,,,,
2320,2023-05-12,1,2,1.4463,0.9549,0.2864,0.1629,44.34,1.655,44.091,5,,,,
2333,2023-05-12,0,1,0.8273,0.4225,0.0426,0.0209,9.81,0.8575,35.303,7,,,,
2338,2023-05-12,0,2,0.3349,0.153,0.0278,0.0095,8.83,0.575,13.754,5,,,,
2089,2023-05-12,0,3,1.3866,0.6907,0.1017,0.0466,48.59,1.0125,52.93,8,,,,
2004,2023-05-12,0,3,0.6354,0.3184,0.1162,0.052,25.42,1.4325,26.824,8,,,,
2091,2023-05-12,0,1,0.5447,0.2872,0.0537,0.0254,32.55,0.82,17.415,9,,,,
2339,2023-05-12,0,3,2.0698,0.9305,0.2574,0.1077,44.32,1.5,68.898,6,,,,
2027,2023-05-12,0,2,0.8174,0.3899,0.0604,0.0272,6.62,0.91,28.106,6,,,,
2028,2023-05-12,0,3,4.8723,2.4368,0.8689,0.3637,61.81,2.485,145.675,16,,,,
2091,2023-05-12,1,1,0.4203,0.2709,0.1474,0.082,32.07,1.6275,12.11,5,,,,
2093,2023-05-12,0,2,2.7133,1.414,0.1608,0.0712,1.4075,47.66,73.45,12,,,,
2093,2023-05-12,1,2,0.5132,0.3265,0.1588,0.0809,16.96,1.7275,12.388,4,,,,
2025,2023-05-12,0,2,0.5331,0.2601,0.0876,0.0388,18.28,1.4075,18.656,8,little leaf bud on top (cut off),,,
2319,2023-05-12,0,3,1.2901,0.6404,0.0743,0.0358,17.25,1.1425,58.065,7,,,,
2372,2023-05-12,0,1,1.5107,0.7268,0.0935,0.0389,14.26,1.215,51.114,9,,,,
2371,2023-05-12,0,1,1.544,0.7193,0.1363,0.0587,25.77,1.46,57.693,6,,,,
2352,2023-05-12,0,1,0.7499,0.4052,0.0372,0.0192,18.57,0.94,34.748,6,No year 1 leaves,,,
2377,2023-05-12,0,1,1.9679,1.0674,0.2008,0.0992,48.62,1.675,66.056,11,,,,
2355,2023-05-12,0,2,0.4786,0.2478,0.0459,0.0217,15.08,0.9325,19.945,5,,,,
2377,2023-05-12,1,1,0.6003,0.4244,0.3691,0.2195,66.64,2.1,19.95,6,,,,
2023,2023-05-12,0,2,1.8324,0.9554,0.2777,0.1225,49.22,1.8975,46.66,7,,,,
2337,2023-05-12,0,2,0.5022,0.2363,0.0871,0.0358,27.71,0.885,22.642,7,,,,
2309,2023-05-12,0,3,0.9815,0.499,0.0422,0.0199,10.15,1.0525,47.464,7,,,,
2025,2023-05-12,0,1,1.396,0.6716,0.2806,0.1223,40.17,1.5475,48.721,10,,,,
2364,2023-05-12,0,1,0.2713,0.1034,0.1148,0.0391,42.98,0.9425,10.391,7,,,,
2020,2023-05-12,0,2,0.8129,0.4161,0.0629,0.0288,12.31,1.03,29.012,7,,,,
2312,2023-05-12,0,2,0.8836,0.4591,0.0579,0.029,13.01,1.0275,31.966,7,,,,
2306,2023-05-12,0,2,0.5531,0.271,0.0787,0.0345,28.02,1.0325,20.65,6,,,,
2383,2023-05-12,0,1,1.2686,0.6329,0.1089,0.0518,15.6,1.5225,39.682,6,,,,
2008,2023-05-12,0,3,2.4097,1.2154,0.2676,0.1093,31.2,2.105,76.962,9,,,,
2362,2023-05-12,0,3,0.9724,0.4995,0.0615,0.0316,12.59,1.1275,46.567,6,,,,
2343,2023-05-12,0,3,3.1452,1.5358,0.3546,0.1471,43.56,2.1575,108.877,9,,,,
2376,2023-05-12,0,2,4.7213,2.3615,0.1726,0.0732,26.98,1.65,135.449,8,,,,
2343,2023-05-12,0,1,3.6675,1.6771,0.3224,0.1228,33.53,1.92,130.306,11,,,,
2376,2023-05-12,1,2,0.3417,0.2155,0.0668,0.0339,8.01,1.885,10.133,4,,,,
2371,2023-05-12,0,3,1.8841,0.8941,0.2368,0.0975,36.01,1.5475,63.723,8,,,,
2345,2023-05-12,0,2,1.0399,0.5272,0.0769,0.0297,22.69,1.255,32.017,8,No year 1 leaves,,,
2306,2023-05-12,0,1,0.3945,0.1932,0.0357,0.0155,16.41,0.6425,15.888,6,,,,
2367,2023-05-12,0,3,1.0876,0.53,0.11,0.0522,31.88,1.13,44.733,7,,,,
2026,2023-05-12,0,2,0.7118,0.3693,0.112,0.0533,15.85,1.1775,25.836,8,,,,
2331,2023-05-12,0,3,0.9036,0.4951,0.052,0.0264,17.04,0.975,23.945,8,No year 1 leaves,,,
2008,2023-05-12,0,1,1.8443,0.9216,0.1744,0.0715,23.03,1.67,60.891,9,,,,
2337,2023-05-12,0,3,1.7095,0.8219,0.302,0.1223,52.26,1.3025,71.049,10,,,,
2331,2023-05-12,0,1,0.5969,0.3242,0.0401,0.0199,13.97,0.88,13.614,7,No year 1 leaves,,,
2013,2023-05-12,0,1,0.8796,0.3447,0.3346,0.1137,62.14,1.075,30.349,19,Year 0 sprouting off year 0 -- first 15.36 mm is very woody ,,,
2027,2023-05-12,0,1,0.6023,0.3024,0.0479,0.0208,9.43,0.9075,23.812,5,,,,
2012,2023-05-12,0,2,1.1093,0.5201,0.1205,0.0479,25.85,1.13,41.909,10,,,,
2324,2023-05-12,0,2,1.1068,0.5664,0.1299,0.0578,19.1,1.26,37.932,7,Year 0 growing off year 0 -- Piper has pictures,,,
2360,2023-05-12,0,3,1.8925,0.983,0.3692,0.1662,44.32,1.7825,66.957,8,,,,
2004,2023-05-12,0,1,0.8545,0.431,0.1312,0.0544,24.78,1.2425,35.08,12,,,,
2376,2023-05-12,1,1,1.0184,0.6605,0.7338,0.4146,101.14,2.4825,35.747,6,,,,
2381,2023-05-12,0,1,1.7101,0.8642,0.1404,0.0623,14.81,1.64,57.518,7,,,,
2356,2023-05-12,0,1,1.7384,0.8908,0.6768,0.3072,94.2,2.2575,58.512,8,,,,
2029,2023-05-12,1,1,0.747,0.4475,0.2598,0.119,33.94,1.955,19.407,4,,,,
2334,2023-05-12,0,3,0.639,0.318,0.0386,0.0178,11.5,0.76,25.792,4,,,,
2352,2023-05-12,1,3,0.0438,0.0285,0.0562,0.0338,22.44,1.1125,2.247,1,,,,
2352,2023-05-12,0,3,1.0372,0.6191,0.0558,0.0314,26.76,1.0425,45.937,5,,,,
2380,2023-05-12,0,3,1.7421,0.9146,0.2621,0.1065,56.01,1.6175,60.724,7,,,,
2380,2023-05-12,1,3,1.186,0.7307,0.3996,0.205,33.07,2.15,41.319,5,,,,
2023,2023-05-12,0,1,2.7697,1.4611,0.4588,0.1995,61.81,1.7675,72.21,7,,,,
2364,2023-05-12,0,2,0.5717,0.208,0.678,0.2037,133.19,1.6275,24.916,9,,,,
2022,2023-05-12,2,2,1.599,0.9763,0.5416,0.2937,56.78,1.9925,45.037,8,,,,
2030,2023-05-12,0,2,1.1863,0.6376,0.067,0.0349,14.72,1.445,39.835,5,,,,
2030,2023-05-12,1,2,1.1363,0.708,0.2201,0.133,39.28,1.8,39.281,7,,,,
2328,2023-05-12,0,2,1.1739,0.6609,0.0414,0.0216,15.24,1.1625,33.234,6,No year 1 leaves,,,
2323,2023-05-12,0,2,0.7287,0.3952,0.032,0.0158,14.81,0.7975,26.228,4,,,,
2323,2023-05-12,1,2,0.7567,0.5006,0.229,0.1355,46.58,1.5225,29.435,4,,,,
2323,2023-05-12,2,2,0.5129,0.3411,0.3514,0.2192,68.19,2.0125,16.836,2,,,,
2029,2023-05-12,0,1,2.0873,1.0686,0.1702,0.0644,24.09,1.54,56.674,3,,,,
2030,2023-05-12,0,1,1.8031,0.9434,0.122,0.0544,21.89,1.6625,63.487,5,,,,
2030,2023-05-12,1,1,2.1012,1.2698,0.1766,0.0936,17.8,1.59,73.32,6,,,,
2376,2023-05-12,0,1,5.14,2.7129,0.2813,0.1205,45.23,2.0775,151.779,9,,,,
1478,2023-05-12,0,3,0.6564,0.3164,0.0721,0.0295,18.19,0.9375,20.779,6,,,,
2359,2023-05-12,0,3,0.2678,0.155,0.0154,0.0088,4.99,0.8225,11.156,4,,,,
2378,2023-05-12,0,2,1.1564,0.6059,0.1668,0.0791,22.56,1.6125,41.883,7,,,,
2022,2023-05-12,0,2,5.6435,2.9405,0.6216,0.262,59.92,1.8725,157.587,9,,,,
2022,2023-05-12,1,2,3.0121,1.7699,0.3668,0.1877,35.09,2,78.45,8,,,,
2023,2023-05-12,1,1,1.4115,0.824,0.2671,0.12,15.09,2.4625,35.038,4,,,,
2092,2023-05-12,1,3,1.4552,0.8964,0.363,0.1733,30.28,2.1025,38.127,12,,,,
2092,2023-05-12,2,3,0.7801,0.5003,0.3425,0.1773,42.03,1.8,20.675,7,,,,
2022,2023-05-12,0,1,4.7333,2.438,0.5092,0.2149,57.92,1.9175,138.56,8,,,,
2022,2023-05-12,1,1,1.3761,0.8522,0.4569,0.2248,60.8,2.2,38.238,6,,,,
2332,2023-05-12,0,1,0.5652,0.3126,0.032,0.0168,9.09,0.72,20.448,7,,,,
2354,2023-05-12,0,2,0.6679,0.3531,0.0316,0.0167,15.77,0.7875,25.196,5,,,,
2354,2023-05-12,1,2,0.298,0.1838,0.0331,0.0204,14.19,1.0375,11.916,3,,,,
2377,2023-05-12,0,3,0.5427,0.2991,0.0393,0.0205,23.98,0.8625,22.864,5,,,,
2377,2023-05-12,1,3,0.1381,0.0925,0.1408,0.0882,46.15,1.6,4.75,3,,,,
2376,2023-05-12,0,3,0.3346,0.1706,0.0417,0.0183,14.95,1.0975,11.755,5,,,,
2376,2023-05-12,1,3,1.488,0.9646,0.2647,0.1613,59.99,1.7775,70.372,11,,,,
2010,2023-05-12,0,2,1.3483,0.6712,0.2443,0.1,31.76,1.4575,47.371,7,,,,
2331,2023-05-12,0,2,0.9349,0.4866,0.0529,0.0254,17.24,1.0325,24.071,6,No year 1 leaves,,,
2320,2023-05-12,0,1,1.9518,1.0177,0.136,0.0599,29.02,1.465,61.153,13,,,,
2315,2023-05-12,1,2,0.3566,0.2406,0.3563,0.2255,108.79,1.4825,13.932,4,,,,
2092,2023-05-12,0,1,3.6566,1.8515,0.2612,0.1041,58.42,1.7475,113.32,12,,,,
2356,2023-05-12,0,3,1.9698,0.9669,0.7029,0.3123,92.44,2.2075,66.737,9,,,,
2092,2023-05-12,0,2,1.243,0.6271,0.0325,0.0156,15.88,0.925,38.376,4,,,,
2092,2023-05-12,1,2,0.0486,0.0301,0.0186,0.0099,5.68,0.835,1.29,1,,,,
2310,2023-05-12,0,1,0.5477,0.2747,0.0438,0.0208,9.55,0.9575,23.204,4,,,,
2358,2023-05-12,0,1,0.6465,0.3218,0.1243,0.0536,37.33,1.1475,27.702,5,,,,
2382,2023-05-12,0,1,0.857,0.4387,0.0682,0.034,16.09,1.1075,29.753,6,,,,
2362,2023-05-12,0,1,1.2744,0.6406,0.113,0.0537,18.98,1.3725,54.844,7,,,,
2312,2023-05-12,0,3,0.9879,0.5003,0.0784,0.0373,17.05,1.0325,35.549,6,,,,
2317,2023-05-12,0,2,0.9569,0.4861,0.0448,0.0215,10.88,0.7775,36.279,9,,,,
2092,2023-05-12,1,1,0.0897,0.0551,0.0518,0.0261,8.53,1.415,2.591,2,,,,
2304,2023-05-12,0,1,0.922,0.4316,0.0542,0.022,14.58,0.985,37.349,4,,,,
2321,2023-05-12,0,2,1.6911,0.8173,0.2726,0.1235,46.5,1.48,69.564,8,,,,
2330,2023-05-12,0,1,0.6201,0.3224,0.0239,0.0124,5.9,0.8675,31.296,5,,,,
2323,2023-05-12,0,1,0.8852,0.5211,0.0429,0.0245,20.6,0.965,30.306,7,,,,
2311,2023-05-12,0,2,0.5248,0.2778,0.0345,0.0182,10.34,0.865,22.217,6,,,,
2325,2023-05-12,0,1,0.3891,0.2105,0.0259,0.0134,8.76,0.82,14.669,6,,,,
2338,2023-05-12,0,3,0.6119,0.286,0.0509,0.0224,11.74,0.92,24.294,6,,,,
2006,2023-05-12,0,3,1.2845,0.617,0.1356,0.053,15.86,1.6675,42.246,9,,,,
2091,2023-05-12,0,3,1.4177,0.7078,0.0785,0.0375,15.16,1.8025,36.917,5,No year 1 leaves,,,
2347,2023-05-12,0,3,0.8063,0.409,0.027,0.0141,6.49,0.9275,29.218,3,,,,
2088,2023-05-12,0,2,0.5966,0.3111,0.0523,0.0256,12.99,1.265,22.638,6,,,,
2006,2023-05-12,0,1,1.8771,0.8965,0.2251,0.0897,22.97,1.4725,61.07,11,,,,
2332,2023-05-12,0,2,0.7429,0.3934,0.0451,0.0228,13.3,0.7125,26.969,7,,,,
2371,2023-05-12,0,2,1.5743,0.7364,0.148,0.0614,27.05,1.475,59.596,7,,,,
2090,2023-05-12,0,2,0.6064,0.3129,0.0827,0.0364,21.94,0.91,26.381,8,,,,
2323,2023-05-12,2,1,1.0225,0.7135,0.4527,0.2992,80.67,2.0075,36.45,7,,,,
2311,2023-05-12,0,1,0.6264,0.3222,0.051,0.0255,12.03,0.98,21.897,6,,,,
2088,2023-05-12,0,3,0.4787,0.2451,0.0217,0.0116,8.34,0.78,21.339,8,,,,
2031,2023-05-12,0,2,1.7913,0.753,0.2036,0.0809,25.41,1.5625,68.989,9,,,,
2323,2023-05-12,1,1,1.8336,1.2453,0.3682,0.2319,87.42,1.7525,71.505,9,,,,
2350,2023-05-12,0,2,0.3364,0.1643,0.026,0.0113,10.31,0.5975,12.735,3,,,,
2349,2023-05-12,0,1,1.4774,0.7263,0.099,0.0419,16.43,1.2925,60.02,6,,,,
2303,2023-05-12,0,3,2.4132,1.083,0.7917,0.2973,109.78,2.535,101.547,9,,,,
2335,2023-05-12,0,3,0.6832,0.3531,0.0599,0.029,17.15,1.2225,30.963,5,,,,
2329,2023-05-12,0,3,0.8514,0.4387,0.0703,0.0351,16.18,1.0025,34.745,7,,,,
2335,2023-05-12,0,2,0.7455,0.3887,0.0984,0.0468,23.94,1.22,31.588,5,,,,
2090,2023-05-12,0,3,0.3467,0.1799,0.0384,0.0171,13.12,0.995,13.629,5,,,,
2380,2023-05-12,0,2,0.3208,0.1765,0.0458,0.0212,20.3,0.705,12.153,5,,,,
2380,2023-05-12,1,2,0.3974,0.25,0.1446,0.0822,20.51,1.43,12.975,5,,,,
2313,2023-05-12,0,2,0.3317,0.1777,0.0127,0.0068,6.79,0.6525,14.996,5,,,,
2314,2023-05-12,0,3,0.5678,0.3011,0.0285,0.0151,7.96,0.925,19.638,5,,,,
2328,2023-05-12,0,1,0.6924,0.3656,0.0876,0.0421,38.42,1.075,24.495,5,,,,
2087,2023-05-12,0,3,0.7611,0.3713,0.0366,0.0162,7.45,1.225,28.567,4,,,,
2312,2023-05-12,0,3,1.2231,0.6281,0.0614,0.0288,13.63,1.09,49.051,6,,,,
2086,2023-05-12,0,2,1.1331,0.5771,0.178,0.0828,33.49,1.725,44.856,10,,,,
2322,2023-05-12,0,1,0.9349,0.5182,0.0448,0.0209,17.99,0.9425,24.329,8,No year 1 leaves,,,
2373,2023-05-12,0,1,0.7514,0.3749,0.0817,0.0343,22.82,1.075,38.972,8,,,,
2350,2023-05-12,0,1,1.2769,0.6329,0.0807,0.039,21.86,1.195,45.255,8,,,,
2092,2023-05-12,0,3,5.2949,2.6015,0.992,0.3782,165.96,2.1275,147.457,15,,,,
2343,2023-05-12,0,3,1.9291,0.8957,0.2015,0.0815,31.18,1.79,69.948,7,,,,
2010,2023-05-12,0,3,1.376,0.6971,0.3132,0.1289,33.6,1.82,50.296,6,,,,
2338,2023-05-12,0,1,0.9633,0.4546,0.0749,0.0336,16.67,1.2825,37.089,7,,,,
2312,2023-05-12,0,1,0.7342,0.406,0.0442,0.0243,11.85,0.985,29.078,6,,,,
2347,2023-05-12,0,1,0.1722,0.0852,0.0231,0.0113,11.29,0.6525,6.293,2,,,,
2342,2023-05-12,0,3,0.9539,0.4848,0.0512,0.023,10.46,1.0525,36.449,5,,,,
2309,2023-05-12,0,1,1.5047,0.7538,0.1911,0.0871,45.39,1.6125,67.083,8,,,,
2327,2023-05-12,0,2,1.3686,0.6806,0.3138,0.1454,67.87,1.74,49.373,15,,,,
2353,2023-05-12,1,1,0.7399,0.4855,0.4911,0.2785,92.95,2.0975,38.37,4,,,,
2324,2023-05-12,0,3,0.975,0.5087,0.0868,0.0413,17.34,1.04,36.419,6,,,,
2361,2023-05-12,0,1,0.3708,0.1859,0.0165,0.0088,6.02,0.5475,14.467,4,,,,
2318,2023-05-12,0,1,0.9233,0.4852,0.0677,0.0354,14.47,0.915,33.107,8,,,,
2330,2023-05-12,0,2,1.7728,0.8631,0.1739,0.0808,29.87,1.4,77.78,9,,,,
2373,2023-05-12,0,2,0.5524,0.2845,0.0426,0.0197,12.49,0.895,26.473,6,,,,
2316,2023-05-12,0,1,0.3491,0.1811,0.0215,0.0105,5.79,0.665,14.579,5,,,,
2381,2023-05-12,0,3,1.1542,0.5928,0.0849,0.04,10.99,1.235,43.484,7,,,,
2353,2023-05-12,0,1,0.8045,0.4419,0.0512,0.0255,25.24,0.9425,38.243,4,,,,
2380,2023-05-12,0,1,2.4787,1.3472,0.1827,0.0798,38.8,1.1975,83.741,8,No year 1 leaves,,,
2021,2023-05-12,0,2,0.3138,0.1613,0.739,0.0297,8.3,0.675,9.66,2,,,,
2088,2023-05-12,0,3,1.1625,0.5827,0.0576,0.0227,14.95,0.8675,39.676,6,,,,
2093,2023-05-12,0,1,0.7963,0.4217,0.0276,0.0126,11.27,1.025,22.917,6,,,,
2301,2023-05-12,0,2,4.0661,2.1071,0.1797,0.0738,34.6,1.405,129.565,10,No year 1 leaves,,,
2021,2023-05-12,0,1,0.8848,0.4082,0.0829,0.0338,16.62,0.755,30.886,10,,,,
2333,2023-05-12,0,2,0.4515,0.2278,0.0299,0.014,10.55,0.6925,19.501,5,,,,
2339,2023-05-12,0,2,0.5556,0.2567,0.0486,0.0222,17.09,0.9725,20.807,5,,,,
2309,2023-05-12,0,2,0.8119,0.3991,0.1222,0.0554,37.07,1.245,35.405,5,,,,
2319,2023-05-12,0,2,0.8386,0.4118,0.0558,0.0254,16.23,0.8525,35.377,5,,,,
2311,2023-05-12,0,3,0.5914,0.3064,0.0309,0.0165,8.41,0.945,22.065,6,,,,
2341,2023-05-12,0,1,0.769,0.3513,0.0415,0.017,8.62,0.87,30.193,5,,,,
2318,2023-05-12,0,2,0.9681,0.5015,0.0665,0.0335,15.89,0.875,40.876,9,,,,
2302,2023-05-12,0,3,0.7887,0.3951,0.0738,0.0347,19.69,0.9375,33.11,7,,,,
2317,2023-05-12,0,3,1.2051,0.5992,0.0523,0.025,11.01,0.9975,45.434,7,,,,
2313,2023-05-12,0,1,0.1346,0.0725,0.0069,0.0037,4.09,0.675,6.171,2,,,,
2365,2023-05-12,0,1,0.5663,0.2858,0.1108,0.0571,27.62,1.115,27.026,4,,,,
2366,2023-05-12,0,3,0.7969,0.4094,0.0605,0.0301,10.31,1.0625,30.186,6,,,,
2373,2023-05-12,0,3,0.448,0.2247,0.0988,0.0451,28.05,1.1225,20.473,6,,,,
2305,2023-05-12,0,2,0.9539,0.4452,0.1553,0.0657,40.96,1.3275,42.658,7,,,,
2087,2023-05-12,0,1,0.8765,0.4462,0.0674,0.0311,10.35,1.4575,30.968,7,,,,
2354,2023-05-12,0,3,0.5637,0.3157,0.0247,0.0142,14.46,0.8975,24.278,5,,,,
2304,2023-05-12,0,2,0.8255,0.3984,0.0834,0.0374,21.21,1.145,33.828,5,,,,
2086,2023-05-12,0,3,0.776,0.3994,0.0884,0.0443,22.37,1.305,33.888,6,,,,
2384,2023-05-12,0,1,0.6533,0.3464,0.0309,0.0166,8.2,1.0125,27.357,6,,,,
2374,2023-05-12,0,2,1.1137,0.5823,0.0467,0.0245,8.45,1.045,38.305,5,,,,
2354,2023-05-12,1,3,0.5631,0.3763,0.1466,0.0936,46.96,1.6225,25.19,5,,,,
2359,2023-05-12,0,2,0.2191,0.1331,0.0124,0.0086,5.13,0.89,10.334,4,,,,
2085,2023-05-12,0,2,0.1693,0.0868,0.0193,0.0106,10.07,0.9725,8.184,4,,,,
2336,2023-05-12,0,3,0.8733,0.4514,0.1323,0.0613,36.28,1.15,35.035,9,,,,
2026,2023-05-12,0,1,1.0618,0.5415,0.1697,0.0771,18.12,1.44,38.033,7,,,,
2030,2023-05-12,1,3,0.675,0.4299,0.3845,0.2213,55.56,2.0025,23.471,4,,,,
2339,2023-05-12,0,1,2.3909,1.0906,0.277,0.1158,47.54,1.8125,81.612,8,,,,
2087,2023-05-12,0,2,0.9889,0.5075,0.0894,0.0432,15.83,1.5825,39.513,7,,,,
2030,2023-05-12,0,3,3.788,2.0729,0.3834,0.1945,61.07,1.9475,120.388,8,,,,
2088,2023-05-12,0,1,1.0513,0.5217,0.1244,0.055,28.52,1.3625,41.032,8,,,,
2369,2023-05-12,0,2,1.2782,0.681,0.1421,0.068,33.72,0.9825,50.304,9,,,,
2364,2023-05-12,0,3,0.6722,0.3393,0.0838,0.0329,14.45,0.83,24.526,5,Extra budding on top of stem not included in length,,,
2327,2023-05-12,0,1,1.8984,0.9252,1.624,0.7004,184.84,2.615,67.349,19,,,,
2091,2023-05-12,0,2,2.1749,1.0896,0.1491,0.0645,45.57,1.2975,60.573,7,,,,
2370,2023-05-12,0,2,1.076,0.5568,0.1048,0.0441,15.86,0.63,33.745,5,,,,
2306,2023-05-12,0,3,0.5806,0.3003,0.0405,0.0177,18.44,0.6575,21.835,7,,,,
2344,2023-05-12,0,2,0.7676,0.3947,0.0366,0.0165,10.94,0.97,30.962,5,,,,
2020,2023-05-12,0,3,0.6089,0.3175,0.0561,0.0236,15.57,0.9275,21.107,5,,,,
2369,2023-05-12,0,3,1.2843,0.6743,0.2743,0.1261,57.08,1.755,53.914,10,,,,
2342,2023-05-12,0,2,1.0448,0.5076,0.1074,0.0455,26.96,0.9825,39.164,7,,,,
2334,2023-05-12,0,1,0.8334,0.4163,0.1681,0.0733,49.07,1.2675,33.844,7,,,,
2317,2023-05-12,0,1,0.6533,0.3354,0.04,0.019,12.48,0.8225,33.234,6,,,,
2372,2023-05-12,0,3,1.1263,0.54,0.0488,0.0201,8.88,1.025,33.844,6,,,,
2021,2023-05-12,0,3,0.7116,0.3314,0.076,0.03,18.46,1.275,25.874,8,,,,
2024,2023-05-12,0,2,1.2191,0.5483,0.1139,0.0489,15.94,1.4275,41.975,6,,,,
2366,2023-05-12,0,1,0.8472,0.4162,0.0548,0.0256,9.58,0.955,34.073,5,,,,
2375,2023-05-12,0,1,0.4499,0.2016,0.0257,0.01,4.71,1.07,14.406,5,,,,
2355,2023-05-12,0,1,0.4237,0.2139,0.0599,0.0268,20.96,0.8575,25.874,7,,,,
2330,2023-05-12,0,3,1.0198,0.5074,0.0413,0.0193,12.03,0.9875,43.444,5,,,,
2365,2023-05-12,0,2,1.6813,0.8526,0.2893,0.1314,38.88,1.6875,64.704,8,,,,
2356,2023-05-12,0,2,0.7307,0.3767,0.1111,0.0535,33.33,1.4,29.82,7,,,,
2367,2023-05-12,0,1,1.0746,0.5314,0.1376,0.0641,37.2,1.175,44.241,7,,,,
2315,2023-05-12,0,1,0.3639,0.2338,0.1255,0.0848,65.84,1.43,14.6,5,y0 is very woody. we believe its y0. could be y1 but that would mean NO y0,,,
2367,2023-05-12,0,2,1.6343,0.8364,0.181,0.0878,38.96,1.4425,59.617,8,,,,
2020,2023-05-12,0,1,0.4342,0.2124,0.076,0.0319,13.53,0.9275,14.804,5,,,,
2366,2023-05-12,0,2,0.5727,0.2815,0.0443,0.0218,10.21,0.8175,23.578,5,,,,
2329,2023-05-12,0,2,1.0799,0.5744,0.0707,0.037,15.44,1.0325,41.823,6,,,,
2379,2023-05-12,0,1,0.6125,0.3298,0.0229,0.0141,5.48,0.96,20.759,5,,,,
2332,2023-05-12,0,3,0.5421,0.2937,0.0495,0.0256,12.16,0.8975,18.949,5,,,,
2318,2023-05-12,0,3,1.1834,0.6092,0.0875,0.0434,19.88,1.0625,49.207,8,,,,
2383,2023-05-12,0,2,0.5888,0.3079,0.0327,0.0169,7.32,1.135,20.386,4,,,,
2310,2023-05-12,0,3,0.3707,0.1866,0.0635,0.0273,12.31,1.0675,13.128,2,,,,
2310,2023-05-12,0,2,0.9387,0.4659,0.2135,0.0832,24.11,1.4175,38.319,7,*y0+y1 branch measured,,,
2346,2023-05-12,0,1,0.844,0.4239,0.0678,0.0318,9.44,0.99,29.406,6,,,,
2348,2023-05-12,0,2,0.6592,0.3209,0.1187,0.0526,33.53,1.185,30.022,7,,,,
2023,2023-05-12,3,1,0.6355,0.3869,0.0693,0.0395,17.15,1.095,26.482,5,"No y2 lwaves (but yes y0,y1,y3)",,,
